model_uncertainty,measurement_uncertainty,error_x,error_y
0.02099519781768322,0.0003124999930150807,0.0058587645,0.005873108
0.02099519781768322,0.00046874998952262104,0.008722534,0.008759766
0.02099519781768322,0.0006249999860301614,0.011342163,0.01128418
0.02099519781768322,0.0007812499534338713,0.014157104,0.013972778
0.02099519781768322,0.0009374999790452421,0.016567994,0.016449586
0.06298559159040451,0.0003124999930150807,0.0019873048,0.0019714355
0.06298559159040451,0.00046874998952262104,0.0029217529,0.002937317
0.06298559159040451,0.0006249999860301614,0.003970337,0.003927307
0.06298559159040451,0.0007812499534338713,0.0049145506,0.0048599243
0.06298559159040451,0.0009374999790452421,0.0058795167,0.0057751467
0.10497599095106125,0.0003124999930150807,0.0012103271,0.0011956787
0.10497599095106125,0.00046874998952262104,0.0016668701,0.0016604614
0.10497599095106125,0.0006249999860301614,0.0022125244,0.0022360228
0.10497599095106125,0.0007812499534338713,0.0029870605,0.0029782103
0.10497599095106125,0.0009374999790452421,0.0034313966,0.0034197997
0.1469663828611374,0.0003124999930150807,0.00084838865,0.0008514404
0.1469663828611374,0.00046874998952262104,0.0012713623,0.0012625122
0.1469663828611374,0.0006249999860301614,0.0016418457,0.0016409302
0.1469663828611374,0.0007812499534338713,0.0021350097,0.0021408082
0.1469663828611374,0.0009374999790452421,0.0025292968,0.0025003052
0.18895678222179413,0.0003124999930150807,0.00065979006,0.0006536865
0.18895678222179413,0.00046874998952262104,0.00097290037,0.0009939575
0.18895678222179413,0.0006249999860301614,0.0013024902,0.0013110351
0.18895678222179413,0.0007812499534338713,0.0016369629,0.0016073608
0.18895678222179413,0.0009374999790452421,0.001986084,0.0019534302
