X,Y,Time
1922.0,1405.0,0.06419730186462402
1922.0,1403.6434,0.10262513160705566
1922.0,1403.3586,0.14714908599853516
1922.0,1403.2278,0.19696736335754395
1922.0,1403.1488,0.24788713455200195
1922.306,1403.0964,0.2913813591003418
1921.9211,1403.3597,0.3359720706939697
1921.6451,1403.5485,0.3786802291870117
1923.5193,1403.389,0.42287325859069824
1924.2888,1404.1608,0.45946812629699707
1924.8374,1404.7168,0.4974660873413086
1925.2358,1404.5336,0.5343592166900635
1925.522,1404.3992,0.5733323097229004
1925.4396,1405.1813,0.609868049621582
1925.3728,1405.7471,0.6471731662750244
1925.6166,1405.2812,0.6843922138214111
1925.792,1404.9404,0.7219192981719971
1925.333,1404.1056,0.7600131034851074
1924.9973,1403.4956,0.7976350784301758
1923.8695,1404.224,0.8349423408508301
1923.0465,1404.755,0.8722491264343262
1922.4463,1404.5546,0.9091393947601318
1922.0092,1404.4078,0.94649338722229
1922.2778,1404.0071,0.9836442470550537
1922.4744,1403.7145,1.0206282138824463
1922.031,1403.7949,1.0570971965789795
1921.7086,1403.8536,1.093393325805664
1922.0615,1403.3097,1.131033182144165
1922.3191,1402.9126,1.1680042743682861
1922.2135,1402.9175,1.2076332569122314
1922.1362,1402.921,1.2484111785888672
1921.7834,1403.2195,1.2854893207550049
1921.5294,1403.4388,1.3236243724822998
1922.5267,1403.894,1.3603053092956543
1923.2528,1404.225,1.4003632068634033
1924.0798,1404.4674,1.4371623992919922
1924.6783,1404.6418,1.475757122039795
1924.524,1405.0651,1.5125341415405273
1924.4084,1405.3707,1.5525083541870117
1924.918,1405.5958,1.5897583961486816
1925.2854,1405.7563,1.629197120666504
1925.5525,1406.1688,1.6684701442718506
1925.7462,1406.4688,1.706472396850586
1925.8821,1406.3864,1.7517592906951904
1925.9944,1406.336,1.7906982898712158
1926.0574,1406.2844,1.8297653198242188
1926.4014,1406.2476,1.8660931587219238
1926.644,1406.2164,1.9081931114196777
1925.3414,1405.3055,1.94681715965271
1924.3865,1404.6388,1.9852674007415771
1923.3942,1404.1536,2.022381067276001
1922.6748,1403.8022,2.0604610443115234
1922.7429,1403.5465,2.096787214279175
1922.7944,1403.3625,2.134793281555176
1922.5364,1403.228,2.171154260635376
1922.3508,1403.1326,2.209012269973755
1922.5101,1402.1776,2.2476491928100586
1922.6271,1401.4816,2.2865662574768066
1922.4175,1401.8623,2.322650194168091
1922.268,1402.1453,2.3613202571868896
1923.3398,1403.2363,2.3978490829467773
1924.1208,1404.033,2.43699312210083
1924.987,1404.3186,2.47339129447937
1925.6144,1404.526,2.512493133544922
1926.0741,1404.6779,2.549281120300293
1926.4039,1404.7872,2.589045286178589
1926.9432,1404.8677,2.627148151397705
1927.3324,1404.9253,2.666288137435913
1927.3158,1404.9664,2.7062273025512695
1927.3033,1404.9963,2.743887186050415
1927.2871,1405.3126,2.7847402095794678
1927.2805,1405.5459,2.822176456451416
1927.2632,1405.4135,2.863584280014038
1925.472,1405.0219,2.9003641605377197
1924.1653,1404.7344,2.939082384109497
1923.2146,1404.5254,2.975741386413574
1922.5264,1404.3732,3.0142440795898438
1921.7277,1404.8544,3.0511322021484375
1921.1527,1405.2034,3.088602304458618
1921.3252,1405.1621,3.1250040531158447
1921.4553,1405.131,3.162440299987793
1921.2551,1404.8132,3.1990082263946533
1921.1135,1404.5813,3.2368781566619873
1921.01,1404.1172,3.2744202613830566
1920.9377,1403.7789,3.312211275100708
1921.182,1403.2373,3.349179267883301
1921.3634,1402.8441,3.386026382446289
1922.9724,1403.1492,3.4229931831359863
1924.1451,1403.3721,3.459677219390869
1925.2937,1403.5354,3.4958384037017822
1926.1287,1403.6552,3.5328621864318848
1926.1471,1404.3319,3.5694262981414795
1926.1581,1404.8252,3.606086254119873
1926.1653,1405.1847,3.643745183944702
1926.169,1405.4464,3.680889129638672
1926.1693,1404.7511,3.7178239822387695
1926.1683,1404.2438,3.7569122314453125
1926.1676,1405.056,3.795084238052368
1926.1648,1405.6484,3.8381943702697754
1924.6761,1405.4899,3.876810312271118
1923.5876,1405.3699,3.9167492389678955
1922.7943,1405.2823,3.953761100769043
1922.2224,1405.2166,3.9933114051818848
1922.1013,1404.5746,4.031676292419434
1922.016,1404.1064,4.0708301067352295
1921.6599,1404.0634,4.109619379043579
1921.4014,1404.0321,4.150359153747559
1921.2128,1403.4141,4.190561056137085
1921.0775,1402.9635,4.227530241012573
1921.2865,1402.3453,4.269758224487305
1921.432,1402.484,4.30588436126709
1921.5482,1402.5936,4.3451011180877686
1922.521,1403.265,4.382322311401367
1923.2307,1403.7556,4.421878099441528
1924.341,1404.1129,4.45836329460144
1925.1461,1404.373,4.49537205696106
1924.8451,1403.0852,4.532402276992798
1924.6249,1402.1488,4.571462154388428
1924.7603,1403.8298,4.6081671714782715
1924.8562,1405.0549,4.645836114883423
1925.2216,1405.357,4.683261156082153
1925.4857,1405.5754,4.719971179962158
1925.6764,1405.733,4.757964134216309
1925.8154,1405.848,4.7973151206970215
1923.8455,1405.6364,4.833838224411011
1922.411,1405.4784,4.871700286865234
1922.2522,1405.068,4.907952308654785
1922.1396,1404.7681,4.945877313613892
1922.3524,1403.9591,4.982583045959473
1922.5098,1403.3704,5.020991325378418
1922.3289,1403.236,5.057325124740601
1922.2,1403.1405,5.095458030700684
1922.1052,1403.0703,5.13613224029541
1922.0352,1403.0183,5.180160045623779
1921.6812,1403.2771,5.227013111114502
1921.4215,1403.469,5.2689783573150635
1922.1459,1402.1085,5.307732343673706
1921.7739,1402.9237,5.34487509727478
1921.5077,1403.5153,5.381925106048584
1922.503,1404.2407,5.418613433837891
1923.2256,1404.7665,5.457232236862183
1924.0475,1405.1495,5.494015216827393
1924.6439,1405.4263,5.53173828125
1925.373,1405.3322,5.568936347961426
1925.9023,1405.2625,5.605771064758301
1925.9894,1405.2102,5.642084121704102
1926.0505,1405.1714,5.6796042919158936
1926.39,1404.8484,5.717033386230469
1926.6351,1404.6122,5.756299018859863
1926.8156,1404.4396,5.7944512367248535
1926.9412,1404.3134,5.831201076507568
1927.0286,1404.5167,5.867843151092529
1927.0894,1404.6644,5.914429187774658
1925.3564,1404.1768,6.019627094268799
1924.3153,1403.7798,6.079670190811157
1923.5398,1403.8271,6.124421119689941
1923.3287,1403.8667,6.162782192230225
1923.1864,1403.8958,6.202320098876953
1922.7837,1403.9167,6.239264249801636
1922.4999,1403.9323,6.278820276260376
1922.2905,1403.9426,6.317713260650635
1922.1476,1403.9513,6.3563971519470215
