model_uncertainty,measurement_uncertainty,error_x,error_y,sane_rate
1e-06,0.01,7.310459,4.248949,0.5008333333333334
1e-06,0.1,10.2260475,16.538044,0.49333333333333335
1e-06,1.0,1.2262561,1.0395534,0.7741666666666667
1e-06,10.0,5.31844,4.478618,0.7083333333333334
1e-06,100.0,10.778278,9.304535,0.7633333333333333
1e-05,0.01,0.31927225,0.27198696,0.21666666666666667
1e-05,0.1,0.46358845,0.40186405,0.7225
1e-05,1.0,1.473595,1.2616979,0.7066666666666667
1e-05,10.0,57.976635,63.02431,0.5775
1e-05,100.0,1077.6571,871.632,0.5566666666666666
0.0001,0.01,0.17034301,0.15598033,0.42583333333333334
0.0001,0.1,328.85257,78.30556,0.38166666666666665
0.0001,1.0,0.63520426,0.56304395,0.9741666666666666
0.0001,10.0,1.9603747,1.6616637,0.965
0.0001,100.0,6.9508967,5.937629,0.9816666666666667
0.001,0.01,0.21412282,0.18193513,0.3591666666666667
0.001,0.1,17.752163,11.057406,0.5016666666666667
0.001,1.0,33.879765,29.550077,0.5566666666666666
0.001,10.0,66.62002,61.375698,0.6075
0.001,100.0,3.2460535,2.691188,0.9966666666666667
