X,Y,delta_x,delta_y,Time
2572.0,1011.0,-7.0,0.0,14.527284145355225
2572.0,1011.0,-7.0,0.0,14.75309419631958
2572.0,1011.0,-7.0,0.0,14.81895112991333
2572.0,1011.0,-7.0,0.0,14.860990285873413
2572.0,1011.0,-7.0,0.0,14.907005071640015
2572.0,1011.0,-7.0,0.0,14.968228101730347
2572.0,1010.0,-7.0,1.0,15.01321005821228
2571.0,1010.0,-6.0,1.0,15.05535101890564
2571.0,1010.0,-6.0,1.0,15.09754204750061
2571.0,1010.0,-6.0,1.0,15.142218351364136
2571.0,1010.0,-6.0,1.0,15.184319972991943
2571.0,1010.0,-6.0,1.0,15.241955995559692
2571.0,1010.0,-6.0,1.0,15.292156219482422
2571.0,1010.0,-6.0,1.0,15.340644121170044
2571.0,1010.0,-6.0,1.0,15.382966995239258
2557.0,1011.0,8.0,0.0,15.435134172439575
2557.0,1011.0,8.0,0.0,15.480046033859253
2557.0,1011.0,8.0,0.0,15.523064136505127
2557.0,1011.0,8.0,0.0,15.562877178192139
2557.0,1011.0,8.0,0.0,15.60446810722351
2559.0,1011.0,6.0,0.0,15.645135164260864
2559.0,1011.0,6.0,0.0,15.703458070755005
2559.0,1011.0,6.0,0.0,15.74452805519104
2559.0,1011.0,6.0,0.0,15.784452199935913
2559.0,1011.0,6.0,0.0,15.825623035430908
2559.0,1011.0,6.0,0.0,15.868907928466797
2559.0,1011.0,6.0,0.0,15.926964282989502
2559.0,1011.0,6.0,0.0,15.969754219055176
2559.0,1011.0,6.0,0.0,16.01033115386963
2559.0,1011.0,6.0,0.0,16.05489706993103
2559.0,1011.0,6.0,0.0,16.103419065475464
2559.0,1011.0,6.0,0.0,16.155429124832153
2559.0,1011.0,6.0,0.0,16.200157165527344
2559.0,1011.0,6.0,0.0,16.243804216384888
2559.0,1011.0,6.0,0.0,16.28720211982727
2559.0,1011.0,6.0,0.0,16.335551261901855
2559.0,1011.0,6.0,0.0,16.39182996749878
2572.0,1011.0,-7.0,0.0,16.434389352798462
2572.0,1011.0,-7.0,0.0,16.47534418106079
2573.0,1011.0,-8.0,0.0,16.51541495323181
2573.0,1011.0,-8.0,0.0,16.561626195907593
2571.0,1011.0,-6.0,0.0,16.62664532661438
2571.0,1011.0,-6.0,0.0,16.66785717010498
2571.0,1011.0,-6.0,0.0,16.709113121032715
2571.0,1011.0,-6.0,0.0,16.748610973358154
2571.0,1011.0,-6.0,0.0,16.798530101776123
2571.0,1011.0,-6.0,0.0,16.852039098739624
2571.0,1011.0,-6.0,0.0,16.891391277313232
2571.0,1011.0,-6.0,0.0,16.940267086029053
2571.0,1011.0,-6.0,0.0,16.98291516304016
2571.0,1011.0,-6.0,0.0,17.026609182357788
2571.0,1011.0,-6.0,0.0,17.083892107009888
2571.0,1011.0,-6.0,0.0,17.124629259109497
2571.0,1011.0,-6.0,0.0,17.165699005126953
2571.0,1011.0,-6.0,0.0,17.208977222442627
2572.0,1011.0,-7.0,0.0,17.259061336517334
2572.0,1011.0,-7.0,0.0,17.31767225265503
2572.0,1011.0,-7.0,0.0,17.362313270568848
2559.0,1011.0,6.0,0.0,17.40242028236389
2559.0,1011.0,6.0,0.0,17.442236185073853
2558.0,1011.0,7.0,0.0,17.489214181900024
2558.0,1011.0,7.0,0.0,17.54424214363098
2559.0,1011.0,6.0,0.0,17.58857226371765
2559.0,1011.0,6.0,0.0,17.628007173538208
2559.0,1011.0,6.0,0.0,17.6696879863739
2559.0,1011.0,6.0,0.0,17.712470054626465
2559.0,1011.0,6.0,0.0,17.771221160888672
2559.0,1011.0,6.0,0.0,17.811471223831177
2559.0,1011.0,6.0,0.0,17.85097908973694
2559.0,1011.0,6.0,0.0,17.89134931564331
2559.0,1011.0,6.0,0.0,17.931321144104004
2559.0,1011.0,6.0,0.0,17.991539239883423
2559.0,1011.0,6.0,0.0,18.031713008880615
2559.0,1011.0,6.0,0.0,18.07097816467285
2559.0,1011.0,6.0,0.0,18.110579252243042
2559.0,1011.0,6.0,0.0,18.156224012374878
2559.0,1011.0,6.0,0.0,18.213528156280518
2559.0,1011.0,6.0,0.0,18.254234075546265
2559.0,1011.0,6.0,0.0,18.29278302192688
2559.0,1011.0,6.0,0.0,18.3337242603302
2570.0,1011.0,-5.0,0.0,18.376325130462646
2570.0,1011.0,-5.0,0.0,18.44006323814392
2573.0,1011.0,-8.0,0.0,18.48099112510681
2573.0,1010.0,-8.0,1.0,18.520757913589478
2573.0,1010.0,-8.0,1.0,18.563075065612793
2572.0,1010.0,-7.0,1.0,18.61865520477295
2571.0,1011.0,-6.0,0.0,18.67354702949524
2571.0,1011.0,-6.0,0.0,18.717911958694458
