X,Y,Time
1916.0,1398.0,0.3683028221130371
1916.0,1398.0,0.43317484855651855
1916.0,1398.0,0.4862217903137207
1916.0,1398.0,0.5388491153717041
1916.0,1398.0,0.5914230346679688
1916.0,1399.0,0.6452701091766357
1916.0,1398.0,0.690532922744751
1916.0,1398.0,0.7372481822967529
1916.0,1398.0,0.7805390357971191
1916.0,1398.0,0.8168678283691406
1916.0,1398.0,0.8570141792297363
1916.0,1398.0,0.8946781158447266
1916.0,1398.0,0.934255838394165
1916.0,1398.0,0.9745039939880371
1916.0,1398.0,1.0151009559631348
1916.0,1398.0,1.0577988624572754
1916.0,1398.0,1.0944421291351318
1916.0,1398.0,1.1332519054412842
1916.0,1398.0,1.1714279651641846
1916.0,1398.0,1.2116858959197998
1916.0,1399.0,1.2524700164794922
1916.0,1399.0,1.2922351360321045
1916.0,1398.0,1.3337328433990479
1916.0,1398.0,1.3844449520111084
1916.0,1399.0,1.4301221370697021
1916.0,1398.0,1.4677739143371582
1916.0,1398.0,1.5067179203033447
1916.0,1398.0,1.547074794769287
1916.0,1398.0,1.591383934020996
1916.0,1398.0,1.6457669734954834
1916.0,1398.0,1.6920459270477295
1916.0,1399.0,1.7321438789367676
1916.0,1398.0,1.7712018489837646
1916.0,1398.0,1.8093688488006592
1916.0,1398.0,1.8471369743347168
1916.0,1398.0,1.8853609561920166
1915.0,1398.0,1.9220707416534424
1915.0,1398.0,1.9609220027923584
1916.0,1398.0,1.9976439476013184
1916.0,1398.0,2.03627610206604
1916.0,1398.0,2.072927951812744
1916.0,1398.0,2.1129329204559326
1916.0,1398.0,2.14975905418396
1916.0,1398.0,2.1900479793548584
1916.0,1398.0,2.229820966720581
1916.0,1398.0,2.271167039871216
1916.0,1398.0,2.313422918319702
1916.0,1399.0,2.35025691986084
1916.0,1399.0,2.389133930206299
1916.0,1398.0,2.425818920135498
1916.0,1398.0,2.4638328552246094
1916.0,1398.0,2.501075029373169
1916.0,1398.0,2.5383989810943604
1916.0,1398.0,2.5752320289611816
1916.0,1398.0,2.612811803817749
1916.0,1398.0,2.649801015853882
1916.0,1398.0,2.687269926071167
1916.0,1398.0,2.7254390716552734
1916.0,1398.0,2.7646849155426025
1916.0,1399.0,2.8013861179351807
1916.0,1399.0,2.8393099308013916
1916.0,1398.0,2.8774149417877197
1916.0,1398.0,2.915524959564209
1916.0,1398.0,2.952694892883301
1916.0,1398.0,2.991607904434204
1916.0,1398.0,3.0283119678497314
1916.0,1398.0,3.0672688484191895
1916.0,1398.0,3.104051113128662
1916.0,1398.0,3.1421310901641846
1916.0,1398.0,3.1790318489074707
1916.0,1398.0,3.2178568840026855
1916.0,1398.0,3.2567429542541504
1916.0,1398.0,3.2975950241088867
1916.0,1398.0,3.3360531330108643
1916.0,1398.0,3.3745880126953125
1916.0,1399.0,3.4144179821014404
1916.0,1399.0,3.452683925628662
1916.0,1399.0,3.4923348426818848
1916.0,1399.0,3.529622793197632
1916.0,1398.0,3.5699119567871094
1916.0,1398.0,3.6062281131744385
1916.0,1398.0,3.6460089683532715
1916.0,1398.0,3.6825571060180664
1916.0,1398.0,3.720905065536499
1916.0,1398.0,3.7591168880462646
1916.0,1398.0,3.7965688705444336
1916.0,1398.0,3.8337459564208984
1916.0,1398.0,3.8708760738372803
1916.0,1399.0,3.9076590538024902
1916.0,1399.0,3.944666862487793
1916.0,1398.0,3.9821550846099854
1916.0,1398.0,4.0187201499938965
1916.0,1398.0,4.055659770965576
1916.0,1398.0,4.092318058013916
1916.0,1398.0,4.129215955734253
1916.0,1398.0,4.166306972503662
1916.0,1398.0,4.203235864639282
1916.0,1398.0,4.242680788040161
1916.0,1398.0,4.280810117721558
1916.0,1398.0,4.318039894104004
1916.0,1398.0,4.354629039764404
1916.0,1398.0,4.391065835952759
1916.0,1398.0,4.427897930145264
1916.0,1398.0,4.464723110198975
1916.0,1399.0,4.50140905380249
1916.0,1399.0,4.54062294960022
1916.0,1399.0,4.578533887863159
1916.0,1399.0,4.6166369915008545
1916.0,1399.0,4.653658866882324
1916.0,1399.0,4.691011905670166
1916.0,1398.0,4.727765083312988
1916.0,1398.0,4.766236066818237
1916.0,1398.0,4.803019762039185
1916.0,1398.0,4.841185092926025
1916.0,1398.0,4.877716064453125
1916.0,1398.0,4.916285037994385
1916.0,1398.0,4.952555179595947
1916.0,1398.0,4.990157842636108
1916.0,1399.0,5.026927947998047
1916.0,1399.0,5.066009998321533
1916.0,1398.0,5.102656126022339
1916.0,1398.0,5.142103910446167
1916.0,1398.0,5.178955078125
1916.0,1398.0,5.218350887298584
1916.0,1398.0,5.257543087005615
1916.0,1398.0,5.299105882644653
1916.0,1398.0,5.338119029998779
1916.0,1398.0,5.375775098800659
1916.0,1398.0,5.41558313369751
1916.0,1398.0,5.453035116195679
1916.0,1398.0,5.4926159381866455
1916.0,1398.0,5.528879880905151
1916.0,1398.0,5.571904897689819
1916.0,1399.0,5.617198944091797
1916.0,1399.0,5.662417888641357
1916.0,1398.0,5.703971862792969
1916.0,1398.0,5.743898868560791
1916.0,1398.0,5.785445928573608
1916.0,1398.0,5.822675943374634
1916.0,1398.0,5.864319086074829
1916.0,1398.0,5.901124954223633
1916.0,1398.0,5.939455032348633
1916.0,1398.0,5.976516008377075
1916.0,1398.0,6.0154619216918945
1916.0,1398.0,6.053067922592163
1916.0,1398.0,6.089732885360718
1916.0,1399.0,6.126632928848267
1916.0,1399.0,6.163506984710693
1916.0,1398.0,6.2006049156188965
1916.0,1398.0,6.239134073257446
1916.0,1398.0,6.27620005607605
1916.0,1398.0,6.312875747680664
1916.0,1398.0,6.349777936935425
1916.0,1398.0,6.386529922485352
1916.0,1398.0,6.423329830169678
1916.0,1398.0,6.460767030715942
1916.0,1398.0,6.497680902481079
1916.0,1398.0,6.534585952758789
1916.0,1398.0,6.571562051773071
1916.0,1398.0,6.6086859703063965
1916.0,1398.0,6.645871877670288
1916.0,1398.0,6.682957887649536
1916.0,1399.0,6.720659971237183
1916.0,1399.0,6.759728908538818
1916.0,1399.0,6.797945976257324
1916.0,1399.0,6.8365020751953125
1916.0,1398.0,6.873098134994507
1916.0,1398.0,6.910675048828125
1916.0,1398.0,6.947605133056641
1916.0,1398.0,6.986386060714722
1916.0,1398.0,7.023234844207764
1916.0,1398.0,7.062443733215332
1916.0,1398.0,7.099130868911743
1916.0,1398.0,7.138163089752197
1916.0,1398.0,7.175028085708618
1916.0,1398.0,7.222027778625488
1916.0,1399.0,7.2627317905426025
1916.0,1399.0,7.3017659187316895
1916.0,1398.0,7.343446731567383
1916.0,1398.0,7.381590843200684
1916.0,1398.0,7.4192869663238525
1916.0,1398.0,7.456167936325073
1916.0,1398.0,7.494219064712524
1915.0,1398.0,7.531225919723511
