model_uncertainty,measurement_uncertainty,error_x,error_y,sane_rate
1e-06,0.01,0.5414063,0.42159668,0.175
1e-06,0.1,1.9302673,1.3763928,0.35
1e-06,1.0,6.6446714,4.6529408,0.335
1e-06,10.0,22.940464,18.244997,0.035
1e-06,100.0,53.420345,41.646523,0.14
